left_color,mid_color,right_color,left_motor,right_motor,class
55.552742616033754,20.443037974683545,83.19409282700423,53.21097046413502,91.5464135021097,1
55.66854990583804,26.273069679849343,83.08097928436912,53.73446327683616,91.5969868173258,1
54.10333333333333,24.333333333333332,83.39333333333333,50.056666666666665,92.06666666666666,1
55.404205607476634,31.485981308411215,77.59345794392523,54.78738317757009,91.7266355140187,1
57.37128712871287,22.435643564356436,83.29207920792079,47.57425742574257,92.07920792079207,1
57.72644376899696,17.130699088145896,83.17021276595744,65.17325227963526,90.90881458966565,1
60.108882521489974,18.32378223495702,84.21489971346705,58.644699140401144,91.21776504297995,1
56.448616600790515,20.81620553359684,84.19367588932806,55.316205533596836,91.56916996047431,1
56.4296875,21.6875,84.4140625,51.0703125,91.9609375,1
54.54195804195804,23.76923076923077,84.31468531468532,51.48251748251748,91.97902097902097,1
62.58895705521472,13.904907975460123,84.31901840490798,66.15030674846626,90.8957055214724,1
56.39248434237996,21.45929018789144,84.08559498956159,51.5678496868476,91.72442588726514,1
55.57073170731707,22.55609756097561,84.1219512195122,49.395121951219515,92.09756097560975,1
61.83171521035599,17.09061488673139,84.2135922330097,53.80258899676375,91.52427184466019,1
60.33863636363636,17.10909090909091,84.26590909090909,57.11590909090909,91.4090909090909,1
60.970786516853934,18.092134831460672,84.28314606741573,51.23370786516854,91.77078651685393,1
59.80895915678524,19.822134387351777,84.80105401844533,38.179183135704875,63.10144927536232,1
56.5743119266055,22.31559633027523,83.87706422018348,54.68256880733945,91.49357798165137,1
56.255274261603375,22.367088607594937,84.38818565400844,50.91983122362869,91.86919831223629,1
57.44278606965174,22.333333333333332,84.24875621890547,47.88059701492537,92.02985074626865,1
56.77987421383648,21.59958071278826,84.26834381551363,52.687631027253666,91.09853249475891,1
57.46747967479675,21.74390243902439,84.3821138211382,51.8089430894309,91.52845528455285,1
58.39705882352941,16.976470588235294,84.33235294117647,67.92058823529412,90.70294117647059,1
58.81042654028436,26.36729857819905,83.77962085308057,62.88625592417062,90.97867298578198,1
54.41596638655462,20.04621848739496,84.46218487394958,56.90756302521008,91.39915966386555,1
61.01293103448276,18.689655172413794,84.39439655172414,54.54525862068966,91.57543103448276,1
56.30499075785582,27.25138632162662,84.39741219963031,53.40850277264325,91.6173752310536,1
60.47,18.49,84.44,51.36,91.6,1
58.12602739726027,18.446575342465753,84.38082191780822,61.989041095890414,90.9068493150685,1
60.70217917675545,18.675544794188863,84.38256658595641,49.97578692493947,91.8135593220339,1
61.43122676579926,18.977695167286246,84.55018587360595,52.732342007434944,91.68029739776952,1
56.54797441364605,21.66098081023454,84.38805970149254,52.15138592750533,91.57569296375266,1
