left_color,mid_color,right_color,left_motor,right_motor,class
45.07190265486726,32.969026548672566,81.39712389380531,35.57079646017699,92.82853982300885,9
43.73237885462555,30.64977973568282,83.53414096916299,40.36013215859031,92.58700440528635,9
43.03579676674365,30.4284064665127,83.32678983833718,37.32332563510393,92.76558891454965,9
42.73212258796822,31.232690124858117,84.08513053348467,36.709421112372304,92.72304199772985,9
44.096687555953444,29.91674127126231,84.41808415398388,41.00447627573858,92.47179946284692,9
45.936467598475225,28.099110546378654,84.79415501905972,46.099110546378654,92.141041931385,9
45.506830601092894,29.170765027322403,84.5,42.259562841530055,92.28551912568307,9
42.74679487179487,30.955128205128204,84.55608974358974,45.770833333333336,92.27403846153847,9
45.0926694329184,29.17427385892116,84.76071922544952,42.5850622406639,92.21023513139696,9
45.17537313432836,28.837064676616915,84.82462686567165,45.53358208955224,92.14676616915423,9
44.91701244813278,30.68603042876902,84.61410788381743,42.88934993084371,92.15767634854772,9
45.85239852398524,28.070110701107012,84.74046740467405,48.22509225092251,92.01107011070111,9
45.29391100702576,28.818501170960186,84.99648711943794,45.268149882903984,92.16042154566745,9
45.998936170212765,29.438297872340424,84.71170212765958,47.317021276595746,92.16914893617022,9
46.304556354916066,31.817745803357315,82.89568345323741,41.60191846522782,84.91486810551558,9
45.08528037383178,30.233644859813083,84.48481308411215,47.199766355140184,92.11915887850468,9
44.022288261515605,30.839524517087668,84.75037147102526,37.95839524517088,92.4665676077266,9
45.315303430079155,29.87071240105541,84.85883905013192,46.08047493403694,92.09498680738787,9
45.848214285714285,29.8046875,84.78459821428571,48.059151785714285,92.08147321428571,9
42.276670574443145,32.83352872215709,84.6400937866354,48.2672919109027,92.08206330597889,9
45.601593625498005,29.127490039840637,84.67861885790172,47.1062416998672,92.0730411686587,9
44.84869169510808,30.40386803185438,84.95563139931741,48.122866894197955,92.03412969283276,9
43.588832487309645,30.59010152284264,84.56218274111676,44.80203045685279,92.20431472081218,9
44.66551724137931,30.520689655172415,84.63275862068966,41.574137931034485,92.25344827586207,9
45.34205933682374,30.294938917975568,84.61605584642234,42.29319371727749,92.25828970331588,9
46.02111111111111,29.12,84.3411111111111,45.906666666666666,92.19,9
47.26865671641791,27.568230277185503,84.08742004264393,47.01599147121535,92.12899786780383,9
