left_color,mid_color,right_color,left_motor,right_motor,class
55.08982035928144,16.940119760479043,81.94610778443113,58.862275449101794,91.3313373253493,7
55.09981515711645,18.085027726432532,81.92236598890943,60.85027726432532,91.21256931608133,7
55.390946502057616,16.055555555555557,81.55555555555556,61.42798353909465,91.15020576131687,7
55.63636363636363,15.58989898989899,81.53737373737374,60.96767676767677,91.32929292929293,7
56.5910290237467,13.778364116094988,81.32717678100263,66.65171503957784,90.84168865435356,7
54.73122529644269,15.786561264822135,81.76284584980237,64.67588932806323,90.84584980237155,7
56.64810126582279,15.432911392405064,81.49367088607595,65.29620253164558,90.9367088607595,7
52.07102272727273,21.318181818181817,82.44886363636364,44.21022727272727,92.0965909090909,7
57.35696821515892,14.017114914425427,81.19804400977995,71.2885085574572,90.61858190709046,7
58.01416430594901,12.308781869688385,80.93484419263456,74.41076487252124,90.48158640226629,7
55.27777777777778,18.525793650793652,82.13095238095238,62.3968253968254,91.3452380952381,7
57.038929440389296,18.452554744525546,81.90267639902676,68.24574209245742,87.68126520681265,7
54.473684210526315,16.24493927125506,81.59716599190283,61.78947368421053,91.2085020242915,7
54.782101167315176,16.005836575875488,81.67120622568093,61.86186770428016,91.16731517509727,7
53.5,18.545698924731184,82.6774193548387,50.66129032258065,91.9758064516129,7
53.51063829787234,18.131914893617022,82.04255319148936,57.161702127659574,91.79148936170213,7
56.30204081632653,16.459183673469386,81.73877551020408,59.66530612244898,91.17551020408163,7
54.84782608695652,17.09288537549407,81.88142292490119,62.616600790513836,91.15415019762845,7
55.28947368421053,16.833333333333332,81.73245614035088,59.92982456140351,91.59649122807018,7
57.09252669039146,15.316725978647687,82.70462633451957,65.22064056939502,90.64056939501779,7
55.521303258145366,15.097744360902256,81.4812030075188,64.61654135338345,90.86215538847118,7
53.95913978494624,17.56774193548387,81.7010752688172,58.49677419354839,91.33333333333333,7
54.7907949790795,15.552301255230125,81.67782426778243,61.78242677824268,91.28451882845188,7
53.354285714285716,20.937142857142856,81.79428571428572,50.10857142857143,92.22857142857143,7
57.0,15.504761904761905,81.53809523809524,61.63809523809524,91.25238095238095,7
53.67099567099567,15.506493506493506,81.75324675324676,65.16017316017316,91.25974025974025,7
55.864583333333336,21.010416666666668,80.89322916666667,63.7265625,83.6484375,7
50.98809523809524,20.38888888888889,81.91071428571429,61.767857142857146,91.3015873015873,7
57.27974276527331,16.65273311897106,82.95819935691318,66.62379421221866,90.69131832797427,7
54.24603174603175,17.39484126984127,82.32936507936508,58.242063492063494,91.51785714285714,7
